t_s,x_m,x_dot_mps,z_m,z_dot_mps,roll_rad,pitch_rad
1.622027534418022610e+00,3.612144257598530750e-01,1.761371829448407367e-01,3.036389213258423175e-02,-7.298907577962993054e-02,4.917999975888499020e-01,6.693161509149708232e-18
1.632040050062578240e+00,3.630955663470539219e-01,1.997260897680285252e-01,3.099214530372826695e-02,1.971958850675434860e-01,4.746547901420254956e-01,5.964404938499145314e-18
1.642052565707133871e+00,3.652140680034771658e-01,2.233651259961710600e-01,3.425688412702709157e-02,4.510578852690102503e-01,4.493637592132335712e-01,5.334638092019064631e-18
1.652065081351689724e+00,3.675654395934210839e-01,2.461072765809237395e-01,3.993394933033713595e-02,6.778902412289770085e-01,4.164214074964169843e-01,4.790442167657270565e-18
1.662077596996245354e+00,3.701369618938448736e-01,2.672350210590980213e-01,4.772504977886962707e-02,8.724356032743388889e-01,3.762935502822035705e-01,4.320158479245870554e-18
1.672090112640800985e+00,3.729095182108954076e-01,2.861836863389906060e-01,5.722655674600556075e-02,1.015855079439274000e+00,3.295331249230651349e-01,3.913779957830957736e-18
1.682102628285356838e+00,3.758589797520930365e-01,3.024907680031017065e-01,6.782256442507476890e-02,1.087305903200687318e+00,2.772104401635483439e-01,3.562624328377074098e-18
1.692115143929912469e+00,3.789568307297780936e-01,3.157783269196050013e-01,7.877418003521441392e-02,1.090417082775882340e+00,2.207365242898751689e-01,3.259152258082444432e-18
1.702127659574468099e+00,3.821713009092282398e-01,3.257332364501004385e-01,8.946869795203615805e-02,1.037068940884813495e+00,1.611398705207393589e-01,2.996922179780774240e-18
1.712140175219023730e+00,3.854676992842923644e-01,3.321040055083272491e-01,9.939149455240887943e-02,9.381006770477331447e-01,9.931442439307487657e-02,2.770314031386926436e-18
1.722152690863579583e+00,3.888090544259044101e-01,3.346937294170803101e-01,1.081323862498326516e-01,8.029662046206044179e-01,3.597540849339866953e-02,2.574486688569148330e-18
1.732165206508135213e+00,3.921568298600993652e-01,3.333521362203237803e-01,1.153779887721988751e-01,6.397308895790824179e-01,-2.830012965630318567e-02,2.405272785854206193e-18
1.742177722152690844e+00,3.954709900241936138e-01,3.279752453467353335e-01,1.208746228437696801e-01,4.555452833103584842e-01,-9.290667302739058497e-02,2.259039395994231753e-18
1.752190237797246697e+00,3.987108163111215964e-01,3.184946233253059811e-01,1.244486921048510997e-01,2.562808514317992392e-01,-1.573254700853478349e-01,2.132676241056431104e-18
1.762202753441802328e+00,4.018351178968151971e-01,3.048916365368201098e-01,1.259755344793769549e-01,4.711304322887272661e-02,-2.210057876262725707e-01,2.023481380039408805e-18
1.772215269086357958e+00,4.048027231158937145e-01,2.872267955763960212e-01,1.253753442453729161e-01,-1.670718535018679285e-01,-2.833695031517801111e-01,1.929116612934121483e-18
1.782227784730913589e+00,4.075739927810860252e-01,2.657406995299536057e-01,1.226303302530150352e-01,-3.808298146877523438e-01,-3.438832069333617181e-01,1.847577016870412683e-18
1.792240300375469442e+00,4.101135150104371907e-01,2.410638700269567558e-01,1.177793292485879995e-01,-5.859045158695432853e-01,-4.020200378251556073e-01,1.777111682889997345e-18
1.802252816020025072e+00,4.123947554954449091e-01,2.144463566953073719e-01,1.109635274143826594e-01,-7.707572134683309262e-01,-4.574296406412698968e-01,1.716218799956150691e-18
1.812265331664580703e+00,4.144073235606769989e-01,1.877012523231136043e-01,1.024582547357728857e-01,-9.216434854646968766e-01,-5.099571451834481461e-01,1.663603116350180395e-18
1.822277847309136556e+00,4.161599125921839337e-01,1.628489220908001800e-01,9.268198697295459976e-02,-1.022600767653598641e+00,-5.594190569986724482e-01,1.633330201073028456e-18
1.832290362953692187e+00,4.176806156577974050e-01,1.416517243776588830e-01,8.210974472963236681e-02,-1.082070740369135420e+00,-6.050180549179113854e-01,1.521736474694782232e-18
1.842302878598247817e+00,4.190138757387300017e-01,1.256732018044666166e-01,7.120142553033424748e-02,-1.086272117266603221e+00,-6.450041691336297900e-01,1.019772900165062034e-18
1.852315394242803448e+00,4.202204273779257537e-01,1.166273094850490133e-01,6.054493808879730932e-02,-1.033736400084141582e+00,-6.776501683397708753e-01,4.510933748137849248e-19
1.862327909887359301e+00,4.213775822564436169e-01,1.160106702465803774e-01,5.067605001402717552e-02,-9.273808783732950811e-01,-7.020055072944526575e-01,8.911356841707611617e-20
1.872340425531914931e+00,4.225727174101985839e-01,1.240638596640005198e-01,4.218524206118588749e-02,-7.585746370745115597e-01,-7.177103315763964098e-01,-1.898718090839844005e-19
1.882352941176470562e+00,4.238861440284696358e-01,1.393137691504170161e-01,3.567160296275424108e-02,-5.346770637401924153e-01,-7.245958992457345316e-01,-4.262998541892871026e-19
1.892365456821026415e+00,4.253785133321407175e-01,1.593974528157782733e-01,3.159655823902847438e-02,-2.754510371482551956e-01,-7.225737891396150081e-01,-6.315287164834258778e-19
1.902377972465582046e+00,4.270868446473244373e-01,1.821286051367572434e-01,3.020044710955420431e-02,-2.624173713234513594e-03,-7.117677830196916799e-01,-8.088731721784739449e-19
1.912390488110137676e+00,4.290288461525905706e-01,2.058382262127756990e-01,3.152463137082161387e-02,2.647887282560241751e-01,-6.924871845406173065e-01,-9.621271397463796211e-19
1.922403003754693529e+00,4.312079834101412157e-01,2.293262537499848042e-01,3.543713151339475398e-02,5.126983948903263144e-01,-6.651920355856295597e-01,-1.094558253216054275e-18
1.932415519399249160e+00,4.336174176839898697e-01,2.517147646605145672e-01,4.169276558233926677e-02,7.313650607045477647e-01,-6.303700103808669297e-01,-1.208999581596200912e-18
1.942428035043804790e+00,4.362426520059600743e-01,2.723318280606713548e-01,4.996487561703407548e-02,9.146231115168946824e-01,-5.884997085125855953e-01,-1.307892425762891155e-18
1.952440550688360421e+00,4.390631600098357512e-01,2.906419962702894710e-01,5.983541309186800328e-02,1.044534348951560832e+00,-5.401566555448900075e-01,-1.393350802988319335e-18
1.962453066332916274e+00,4.420535952072384145e-01,3.062068297484311086e-01,7.061294778013732509e-02,1.096472550233573262e+00,-4.866100002859631291e-01,-1.467198671594096790e-18
1.972465581977471905e+00,4.451845860805596633e-01,3.186651907208277179e-01,8.157450085156238428e-02,1.083299681396851399e+00,-4.291970013606574708e-01,-1.531014167479460652e-18
1.982478097622027535e+00,4.484235070128531619e-01,3.277210997099530565e-01,9.212735694871276859e-02,1.016755580636738765e+00,-3.689420377407358620e-01,-1.586160193123292857e-18
1.992490613266583388e+00,4.517350212847977553e-01,3.331376406585789818e-01,1.017888815817529491e-01,9.072699942918813765e-01,-3.066630334658480561e-01,-1.633815099928321653e-18
2.002503128911139019e+00,4.550818255460931661e-01,3.347289426276916502e-01,1.101828002544225915e-01,7.638106125191117535e-01,-2.429977150635427574e-01,-1.674993057815602930e-18
2.012515644555694649e+00,4.584247806617113286e-01,3.323595503191653644e-01,1.169995440116312208e-01,5.943733108896349648e-01,-1.785930926295766219e-01,-1.710578953477244370e-18
2.022528160200250280e+00,4.617237514014484456e-01,3.259327071430036527e-01,1.220183303714559298e-01,4.055961761410368793e-01,-1.139775171399625142e-01,-1.741329839020207787e-18
2.032540675844805911e+00,4.649378854582100207e-01,3.153923258575026534e-01,1.250784292134618503e-01,2.031536275472729525e-01,-4.968090468328420495e-02,-1.767901818587012165e-18
2.042553191489361541e+00,4.680258000694370590e-01,3.007367299850419728e-01,1.260598066267513973e-01,-7.801937528069180505e-03,1.370758157948671202e-02,-1.790865580970625160e-18
2.052565707133917616e+00,4.709466054284130454e-01,2.820511903797636166e-01,1.249075163658197041e-01,-2.225924213728895928e-01,7.565652770260768156e-02,-1.810708570055715607e-18
2.062578222778473247e+00,4.736615316788225227e-01,2.596693142657132136e-01,1.216119701719349661e-01,-4.350674356637826423e-01,1.356103306417918986e-01,-1.830557405057487821e-18
2.072590738423028878e+00,4.761366400915454378e-01,2.343513924184701391e-01,1.162336379161554023e-01,-6.363240948462688396e-01,1.930769762502037856e-01,-1.849849676475502719e-18
2.082603254067584508e+00,4.783492040652597699e-01,2.075035551308186121e-01,1.089490128129172730e-01,-8.136739605508227502e-01,2.477665089042118962e-01,-1.837434658895712387e-18
2.092615769712140139e+00,4.802932640613486459e-01,1.810591060928878337e-01,1.000767891797313958e-01,-9.510264798969217948e-01,2.995493549175223813e-01,-1.862425161941755751e-18
2.102628285356695770e+00,4.819829492846954277e-01,1.569859206882826819e-01,9.005210034139250752e-02,-1.043193408751524442e+00,3.481478806004981719e-01,-1.615905140591582926e-18
2.112640801001251400e+00,4.834505199909586159e-01,1.369773347100166905e-01,7.930655271789927019e-02,-1.094569072284750089e+00,3.924404310915593497e-01,-1.539063535008696974e-18
2.122653316645807475e+00,4.847446009925136523e-01,1.226066518070047795e-01,6.836628885131142142e-02,-1.081309728004716586e+00,4.306261682749576991e-01,-2.060614558171688881e-18
2.132665832290363106e+00,4.859305286985033390e-01,1.156203927722510016e-01,5.782999390465501377e-02,-1.014793634449977278e+00,4.611441777346328430e-01,-2.514061537501607623e-18
2.142678347934918737e+00,4.870889938410078446e-01,1.172826703797951869e-01,4.823140264696255952e-02,-8.918756161421921291e-01,4.832634639692989231e-01,-2.941388970389526583e-18
2.152690863579474367e+00,4.883074906203124788e-01,1.273899937749753131e-01,4.018206449187738255e-02,-7.064942061597864198e-01,4.966850355359916924e-01,-3.305644332091937583e-18
2.162703379224029998e+00,4.896620885941170842e-01,1.441055568874611836e-01,3.425278931533771998e-02,-4.707991583230097810e-01,5.012705693882604230e-01,-3.620404346347784980e-18
2.172715894868585629e+00,4.912072924369686455e-01,1.650607395239124531e-01,3.085269171479194592e-02,-2.055451361471600791e-01,4.969505099163054607e-01,-3.892409605136409518e-18
2.182728410513141704e+00,4.929745829709910598e-01,1.881824323132234578e-01,3.016349369084998788e-02,6.783680740245551233e-02,4.839152690777407950e-01,-4.127456383104025962e-18
2.192740926157697334e+00,4.949776740632888528e-01,2.119334195474672500e-01,3.217739953478999937e-02,3.316250263881213023e-01,4.625216737494488028e-01,-4.330573210166979594e-18
2.202753441802252965e+00,4.972169597429654808e-01,2.352136358520955373e-01,3.672849507960056908e-02,5.729151875254825388e-01,4.332399626104056489e-01,-4.506094744261075535e-18
2.212765957446808596e+00,4.996835013221920252e-01,2.572043517819169733e-01,4.354666487726027019e-02,7.836582876643249929e-01,3.965605560995488776e-01,-4.657771137339519833e-18
2.222778473091364226e+00,5.023610513551242107e-01,2.772757920085056615e-01,5.229333657394795443e-02,9.553135389254813203e-01,3.529477439137477801e-01,-4.788845061007218966e-18
2.232790988735919857e+00,5.052278297660280915e-01,2.949189900111126028e-01,6.245665947691943221e-02,1.062802550782498523e+00,3.031935104070284104e-01,-4.902103240838398872e-18
2.242803504380475488e+00,5.082573257443099290e-01,3.097173106218819583e-01,7.333207733812492635e-02,1.097874009853624155e+00,2.486200531757973287e-01,-4.999979792470021494e-18
2.252816020025031563e+00,5.114192638837294913e-01,3.213274305905260975e-01,8.423381184127499977e-02,1.070559717893096341e+00,1.904554374144571960e-01,-5.084559274344074343e-18
2.262828535669587193e+00,5.146803430423460002e-01,3.294681222020144906e-01,9.460241320612677862e-02,9.924609776032039532e-01,1.296396373962690474e-01,-5.157645344150569900e-18
2.272841051314142824e+00,5.180045532784628426e-01,3.339176123026075804e-01,1.039727961790559152e-01,8.737767582280993039e-01,6.699770748328758019e-02,-5.220806188874935973e-18
2.282853566958698455e+00,5.213541283741444099e-01,3.345027827552898292e-01,1.119920701675636843e-01,7.231649023482276117e-01,3.132547870007870716e-03,-5.275383531452592292e-18
2.292866082603254085e+00,5.246896870462057771e-01,3.310980860658785940e-01,1.183754816128946841e-01,5.482582220574322429e-01,-6.135135766726987350e-02,-5.322546818528141040e-18
2.302878598247809716e+00,5.279707616863270614e-01,3.236183345583185100e-01,1.229109228395708076e-01,3.555568969948035840e-01,-1.258947057050734675e-01,-5.363303843192056744e-18
2.312891113892365347e+00,5.311563975668339710e-01,3.120176289010772042e-01,1.254548570531598961e-01,1.504743778169143620e-01,-1.899798516234158796e-01,-5.398521984804339030e-18
2.322903629536921422e+00,5.342052724136019393e-01,2.963137390645965152e-01,1.259011979306548235e-01,-6.194862057612129935e-02,-2.530221044150898768e-01,-5.428957286386468709e-18
2.332916145181477052e+00,5.370767112960271872e-01,2.766326448084285294e-01,1.242041618326610447e-01,-2.768425582708881061e-01,-3.144762922887594514e-01,-5.455256930362551677e-18
2.342928660826032683e+00,5.397329408076645407e-01,2.533997129894106637e-01,1.203727147031976585e-01,-4.874683968971017523e-01,-3.738069996142623364e-01,-5.477983189031195266e-18
2.352941176470588314e+00,5.421421615951361739e-01,2.275219318022360659e-01,1.144905755082174792e-01,-6.837968643940791624e-01,-4.305434720704087170e-01,-5.497623428248230390e-18
2.362953692115143944e+00,5.442854648897321734e-01,2.005929718342225332e-01,1.067670694529267439e-01,-8.533302995178639883e-01,-4.844703473424540330e-01,-5.514594004715590698e-18
2.372966207759699575e+00,5.461620698694072962e-01,1.745712727398783803e-01,9.754758988858446001e-02,-9.801650227793581305e-01,-5.354405983142643821e-01,-5.529259120506870576e-18
2.382978723404255206e+00,5.477909105271236978e-01,1.513999117916806358e-01,8.731109562995996443e-02,-1.057834604041379301e+00,-5.830758574390683124e-01,-5.541932444378233471e-18
2.392991239048811281e+00,5.492087474870532837e-01,1.326891795869341029e-01,7.649306738005044737e-02,-1.093346194649336356e+00,-6.260233029677612082e-01,-5.552875007435544632e-18
2.403003754693366911e+00,5.504681884895931132e-01,1.200455025599439646e-01,6.564310807527902469e-02,-1.065743082314335011e+00,-6.623813158996078032e-01,-5.582918864515297855e-18
2.413016270337922542e+00,5.516387965609922395e-01,1.151972490912965275e-01,5.532146509715063498e-02,-9.866046739005260857e-01,-6.908268794345481245e-01,-5.806974255145250351e-18
2.423028785982478173e+00,5.528045483869040710e-01,1.191299982889326009e-01,4.608166356124562130e-02,-8.483773728490423549e-01,-7.107522585803701665e-01,-5.944730429048919745e-18
2.433041301627033803e+00,5.540515031009429769e-01,1.311431670218131951e-01,3.853839777290074542e-02,-6.492130392066828293e-01,-7.219432496750728401e-01,-6.035997599364438673e-18
2.443053817271589434e+00,5.554508650804649283e-01,1.491795052390932352e-01,3.323481487524367062e-02,-4.043503457798732770e-01,-7.242509132186032428e-01,-6.122944247511044803e-18
2.453066332916145065e+00,5.570508965906100229e-01,1.708660502064291986e-01,3.052095149449070635e-02,-1.355059439778585895e-01,-7.176858234486394039e-01,-6.196228519222890279e-18
2.463078848560701140e+00,5.588781280433334775e-01,1.942749692025855512e-01,3.053118417612800395e-02,1.366281993811386264e-01,-7.024747044770974780e-01,-6.259556822640728927e-18
2.473091364205256770e+00,5.609422651666285953e-01,2.179977260766217673e-01,3.321172608669728521e-02,3.954880620502468913e-01,-6.790156926722764608e-01,-6.314281760216405497e-18
2.483103879849812401e+00,5.632411458970603135e-01,2.410148201576561011e-01,3.836419823910230259e-02,6.288381513621761343e-01,-6.477998333105697837e-01,-6.361571794421408955e-18
2.493116395494368032e+00,5.657636838259116896e-01,2.625673703444112994e-01,4.569646650058341308e-02,8.303094382903564163e-01,-6.093186038383097136e-01,-6.402438102699245015e-18
2.503128911138923662e+00,5.684921682467273252e-01,2.820590351480731783e-01,5.488183407868049701e-02,9.957311434427114083e-01,-5.639454259019528459e-01,-6.437750702230118342e-18
2.513141426783479293e+00,5.714034317174361277e-01,2.990079778617172890e-01,6.535578713006048868e-02,1.083576292633191551e+00,-5.126354790276774764e-01,-6.468267363262237404e-18
2.523153942428034924e+00,5.744699769602730210e-01,3.130173474608681228e-01,7.633814013404548182e-02,1.099327785387973488e+00,-4.568699115264024391e-01,-6.494637499933733648e-18
2.533166458072590999e+00,5.776607144378135272e-01,3.237600416176991125e-01,8.717575775505724545e-02,1.056389110961114985e+00,-3.978126906538931862e-01,-6.517424880215354803e-18
2.543178973717146629e+00,5.809414801221624014e-01,3.309721004046775605e-01,9.733244072292202009e-02,9.658711536648360019e-01,-3.363902419304622970e-01,-6.537117393918980163e-18
2.553191489361702260e+00,5.842759357638426243e-01,3.344425356042694530e-01,1.063901466206996910e-01,8.373195451330930350e-01,-2.732773162660505628e-01,-6.554133480489417798e-18
2.563204005006257891e+00,5.876257038396374144e-01,3.340130596618288150e-01,1.140032980319529710e-01,6.792468644096318897e-01,-2.091418807269401769e-01,-6.568838478090354150e-18
2.573216520650813521e+00,5.909511179645738910e-01,3.295681817126607793e-01,1.199153958106041890e-01,4.988465205626210763e-01,-1.445385451940437715e-01,-6.581545775028906770e-18
2.583229036295369152e+00,5.942116722121359995e-01,3.210314406602073900e-01,1.239402447904388166e-01,3.021884132264317513e-01,-7.998684500902875083e-02,-6.592526069376985324e-18
2.593241551939924783e+00,5.973660718015137983e-01,3.083736338184778769e-01,1.259327603449311717e-01,9.472562964828934451e-02,-1.607471482060179174e-02,-6.602015327435838184e-18
2.603254067584480858e+00,6.003731242545791158e-01,2.916225194693115585e-01,1.258144629267426706e-01,-1.189180519674599146e-01,4.666897409988046697e-02,-6.610215108368037444e-18
2.613266583229036488e+00,6.031928142538874882e-01,2.709783130774410242e-01,1.235504965024980251e-01,-3.333981953800874698e-01,1.076856388062867459e-01,-6.617300757294365146e-18
2.623279098873592119e+00,6.057881689543179737e-01,2.469536815170317590e-01,1.191606708273921511e-01,-5.413703668016227599e-01,1.664317273426459409e-01,-6.623424120618700917e-18
2.633291614518147750e+00,6.081302821623041366e-01,2.206310879338249653e-01,1.127669001359733608e-01,-7.320230357076709105e-01,2.225206262355294839e-01,-6.628715333137980590e-18
2.643304130162703380e+00,6.102043112840933592e-01,1.937279043946413259e-01,1.046030458724556966e-01,-8.922560448972151059e-01,2.757358942729385975e-01,-6.654499664442053695e-18
2.653316645807259011e+00,6.120146220831568229e-01,1.682725231671759747e-01,9.505768995525501475e-02,-1.007006489827897866e+00,3.259535331946738501e-01,-6.947667214384821990e-18
2.663329161451814642e+00,6.135850268228306703e-01,1.461043907329045988e-01,8.460198090537732196e-02,-1.073420118712423932e+00,3.725189498054505832e-01,-7.469633105366625754e-18
2.673341677096370717e+00,6.149564666998549312e-01,1.287827549791843162e-01,7.371973179781429741e-02,-1.089464451380514731e+00,4.139279716827047872e-01,-7.978919643687114726e-18
2.683354192740926347e+00,6.161858335169951850e-01,1.180058611917235989e-01,6.297355859754498464e-02,-1.047816452287278155e+00,4.483672457776233244e-01,-8.885909632840362153e-18
2.693366708385481978e+00,6.173467332792953455e-01,1.153636980839517490e-01,5.289591899148771148e-02,-9.559326406428387823e-01,4.746830893891259562e-01,-9.811875497013879305e-18
2.703379224030037609e+00,6.185255911035266729e-01,1.215079715090831014e-01,4.404393514112293906e-02,-8.019926755111854710e-01,4.923929057987280755e-01,-1.056214043888104432e-17
2.713391739674593239e+00,6.198056360137089715e-01,1.353023054944926529e-01,3.703309630305225142e-02,-5.896832840750260152e-01,5.013252273857080610e-01,-1.121045205978705244e-17
2.723404255319148870e+00,6.212529376523687752e-01,1.544892905896896318e-01,3.237097832190474062e-02,-3.368838650069653218e-01,5.013481642938319993e-01,-1.177070588759201743e-17
2.733416770963704501e+00,6.229095611188267823e-01,1.767808677621558466e-01,3.034840282540492151e-02,-6.557525358067078924e-02,4.925400210430913028e-01,-1.225483624590745597e-17
2.743429286608260576e+00,6.247972853071048771e-01,2.003862410315054299e-01,3.105188013740272507e-02,2.043613096951606700e-01,4.751679316138281983e-01,-1.267320156367227139e-17
2.753441802252816206e+00,6.269223372837857688e-01,2.240129293519811104e-01,3.438456293175288364e-02,4.576587717359479335e-01,4.496674908252694669e-01,-1.303472514457125226e-17
2.763454317897371837e+00,6.292800409739941481e-01,2.467182317537671143e-01,4.011863455573107251e-02,6.825306761123910437e-01,4.165436904126821882e-01,-1.334713839518191077e-17
2.773466833541927468e+00,6.318574121729398918e-01,2.677932594078642481e-01,4.795653110824846244e-02,8.765889721576902716e-01,3.762396094123535706e-01,-1.361710753273881989e-17
2.783479349186483098e+00,6.346352695913777264e-01,2.866735895255254629e-01,5.753117002913961386e-02,1.025453700062345375e+00,3.292120303289097771e-01,-1.385039160459373486e-17
2.793491864831038729e+00,6.375892026748133379e-01,3.029023047987718376e-01,6.819668256866072420e-02,1.093009367590746850e+00,2.766285008940371770e-01,-1.405199364452210170e-17
2.803504380475594360e+00,6.406907627348790157e-01,3.161008592731826550e-01,7.919146381678730806e-02,1.092676164543644912e+00,2.199084965870544695e-01,-1.422619886386905111e-17
2.813516896120150435e+00,6.439079886640749484e-01,3.259593887394596212e-01,8.989313683214708584e-02,1.036642065456914841e+00,1.601618019707191642e-01,-1.437674057773365814e-17
2.823529411764706065e+00,6.472061029806341903e-01,3.322280685788325250e-01,9.979852887380952220e-02,9.355934393632701074e-01,9.823253150076571849e-02,-1.450683213016384923e-17
2.833541927409261696e+00,6.505482286329307140e-01,3.347095538888935629e-01,1.085103419192106899e-01,7.987812919202369466e-01,3.478514408468114105e-02,-1.461924445669455985e-17
2.843554443053817327e+00,6.538955526922468620e-01,3.332579697427144882e-01,1.157031797084894786e-01,6.344276711410725689e-01,-2.952723767043603093e-02,-1.471639092698869174e-17
2.853566958698372957e+00,6.572082151406395401e-01,3.277672025448848947e-01,1.211440479101464768e-01,4.493574063602089885e-01,-9.418236887717400252e-02,-1.480033619678877985e-17
2.863579474342928588e+00,6.604454315873060644e-01,3.181726600865166787e-01,1.246547156944333712e-01,2.495106414212336088e-01,-1.586297356258893065e-01,-1.487287647116344879e-17
2.873591989987484219e+00,6.635658709158990254e-01,3.044554633159650692e-01,1.261084011832181162e-01,4.006449605405681957e-02,-2.223014972012028467e-01,-1.493556487249283682e-17
2.883604505632040294e+00,6.665285587394561562e-01,2.866770902731392012e-01,1.254399881146096019e-01,-1.743185353224813716e-01,-2.846677255091853431e-01,-1.498973333819102152e-17
2.893617021276595924e+00,6.692939270320832357e-01,2.650966074976327524e-01,1.226222791291268349e-01,-3.879169200705641640e-01,-3.451514187564138081e-01,-1.503654456546082337e-17
2.903629536921151555e+00,6.718264551465406020e-01,2.403514969956087599e-01,1.177012320814774804e-01,-5.925528880883298433e-01,-4.032533920080439427e-01,-1.507699610951394758e-17
2.913642052565707186e+00,6.741004733885933575e-01,2.136924156789491436e-01,1.108246977689150703e-01,-7.767527567723815363e-01,-4.586222968570325964e-01,-1.511208403972359316e-17
2.923654568210262816e+00,6.761054356534946796e-01,1.869678689032971408e-01,1.022559655263560602e-01,-9.272500579076030647e-01,-5.110823071074130919e-01,-1.513288797185835814e-17
2.933667083854818447e+00,6.778511285866143377e-01,1.621969912739841813e-01,9.243982618325555234e-02,-1.026291312596495420e+00,-5.604693104350769728e-01,-1.513984928283184041e-17
2.943679599499374078e+00,6.793658723990516624e-01,1.411294374484227399e-01,8.185328192041987916e-02,-1.081205043441409330e+00,-6.059435759709961289e-01,-1.544984369149668305e-17
2.953692115143930152e+00,6.806947061620424178e-01,1.253206218077289602e-01,7.097836771033168290e-02,-1.080173991173024151e+00,-6.457786209974826219e-01,-1.591082814537016472e-17
2.963704630788485783e+00,6.818988070029923243e-01,1.164959828960272781e-01,6.038554036322028862e-02,-1.027718716638973184e+00,-6.782636090932561146e-01,-1.633523253539285105e-17
2.973717146433041414e+00,6.830558201963009557e-01,1.161252318060170541e-01,5.057924179684701593e-02,-9.214478321629157032e-01,-7.024396062715801969e-01,-1.709300846691798969e-17
2.983729662077597045e+00,6.842533312302957471e-01,1.243967603667000682e-01,4.215142686046161741e-02,-7.521804215200591504e-01,-7.179558500071993032e-01,-1.784813795109897754e-17
2.993742177722152675e+00,6.855708989141374721e-01,1.398165280336110816e-01,3.570301931945280005e-02,-5.278300345251886183e-01,-7.246483939783586736e-01,-1.849398652036580784e-17
3.003754693366708306e+00,6.870688850911047529e-01,1.600016782899588430e-01,3.169774270291034202e-02,-2.685289109440015531e-01,-7.224172404422624094e-01,-1.905308783314427864e-17
3.013767209011264381e+00,6.887835247126568028e-01,1.827801195123592570e-01,3.036928289230756556e-02,3.963745616624270163e-03,-7.114020915553775914e-01,-1.953622043131467842e-17
3.023779724655820011e+00,6.907321286368349744e-01,2.064975726578614779e-01,3.175661317526042721e-02,2.707409960091330392e-01,-6.919137327825618522e-01,-1.995372623619904822e-17
3.033792240300375642e+00,6.929177798831845925e-01,2.299663341835964103e-01,3.572458379230624564e-02,5.178097521024184191e-01,-6.644153177756467743e-01,-2.031450393004254420e-17
3.043804755944931273e+00,6.953334394410864983e-01,2.523135456157680756e-01,4.201944966331079556e-02,7.342951878378906061e-01,-6.294193004968910987e-01,-2.062627715686759162e-17
3.053817271589486904e+00,6.979643754762461239e-01,2.728738893575418656e-01,5.033415066209704497e-02,9.190911483704937712e-01,-5.873380598009301234e-01,-2.089568688129980440e-17
3.063829787234042534e+00,7.007899875263070566e-01,2.911129401159141539e-01,6.024475278290563479e-02,1.048176014582319127e+00,-5.387656611849508392e-01,-2.112849269238011090e-17
3.073842302878598165e+00,7.037847114743440713e-01,3.065964133049813301e-01,7.104329400245031068e-02,1.097469111672337405e+00,-4.850286117149532616e-01,-2.132968000129579529e-17
3.083854818523154240e+00,7.069191733019251078e-01,3.189637267918376540e-01,8.200552237652733445e-02,1.082057615795100736e+00,-4.274418522775916274e-01,-2.150352495736067962e-17
3.093867334167709870e+00,7.101605962790035198e-01,3.279215265701857507e-01,9.253647115375240872e-02,1.013781101581257449e+00,-3.670683999574815282e-01,-2.165375839339344872e-17
3.103879849812265501e+00,7.134736130977147317e-01,3.332339498885464879e-01,1.021625638125852054e-01,9.029398922456017829e-01,-3.046900864446325796e-01,-2.178358116103666023e-17
3.113892365456821132e+00,7.168208462522155378e-01,3.347168450010995500e-01,1.105077034646209933e-01,7.584859793465850153e-01,-2.409557995180345025e-01,-2.189576191637047066e-17
3.123904881101376763e+00,7.201631014092932936e-01,3.322361350031061700e-01,1.172659615970901292e-01,5.883558313542398555e-01,-1.765056297499851545e-01,-2.199270929742121217e-17
3.133917396745932393e+00,7.234602920321790975e-01,3.256953608850526316e-01,1.222235595015367382e-01,3.990685580817869282e-01,-1.118473627373017393e-01,-2.207648125309028390e-17
3.143929912390488024e+00,7.266714697513892984e-01,3.150409701576552535e-01,1.252157507571674822e-01,1.963546352806248285e-01,-4.753673462334905703e-02,-2.214887181542687277e-17
3.153942428035044099e+00,7.297552649749265985e-01,3.002701192860555146e-01,1.261278308601425924e-01,-1.473882566389678184e-02,1.585260525254317265e-02,-2.221143145868856345e-17
3.163954943679599729e+00,7.326708967380237691e-01,2.814774655595589925e-01,1.249074625478393819e-01,-2.294966279110242091e-01,7.779134758787351056e-02,-2.226548835269968181e-17
3.173967459324155360e+00,7.353795845866742953e-01,2.590007945833680547e-01,1.215426346270107177e-01,-4.417124767412852204e-01,1.377107607926442712e-01,-2.231220302684135657e-17
3.183979974968710991e+00,7.378476095425853254e-01,2.336199305914342106e-01,1.161007439920159479e-01,-6.422428326237151763e-01,1.951367150546829410e-01,-2.235257158561962852e-17
3.193992490613266622e+00,7.400527601394860655e-01,2.067504803860968354e-01,1.087613493663933534e-01,-8.190711850786001058e-01,2.497713092463260121e-01,-2.238745451235419691e-17
3.204005006257822252e+00,7.419893961734742582e-01,1.803437893795455382e-01,9.983132014775389362e-02,-9.572301969336813876e-01,3.014882463912081922e-01,-2.251370985445160269e-17
3.214017521902377883e+00,7.436723377648248867e-01,1.563670799155439939e-01,8.975628068530994152e-02,-1.047433943338382134e+00,3.499713543666205795e-01,-2.283531096443108430e-17
3.224030037546933958e+00,7.451344077567086943e-01,1.364990695069213944e-01,7.900438361558045908e-02,-1.091869623115712562e+00,3.941193297094305326e-01,-2.315197274849988735e-17
3.234042553191489588e+00,7.464246593592107626e-01,1.223177888547651165e-01,6.810939649049506384e-02,-1.075002550518662670e+00,4.321193128526319982e-01,-2.340701808108072546e-17
