t_s,x_m,x_dot_mps,z_m,z_dot_mps,roll_rad,pitch_rad
3.244055068836045219e+00,7.476086152600468493e-01,1.155465027851999837e-01,5.763551766496531614e-02,-1.008494236838631819e+00,4.624689869704396439e-01,-2.357407017125379929e-17
3.254067584480600850e+00,7.487676550098552042e-01,1.174593761285306764e-01,4.810361713839197972e-02,-8.850684237439099267e-01,4.843713250887837218e-01,-2.374542256513200385e-17
3.264080100125156481e+00,7.499889834311456172e-01,1.277679379107245494e-01,4.012317691971991479e-02,-6.993858669887840218e-01,4.975688448658868168e-01,-2.389599798149330237e-17
3.274092615769712111e+00,7.513482436976801626e-01,1.446433742821877644e-01,3.426876725431968890e-02,-4.633181663735106426e-01,5.019082815378431706e-01,-2.402611848752219861e-17
3.284105131414267742e+00,7.528992372596940985e-01,1.656824466383305938e-01,3.094198346938215050e-02,-1.981896815983631432e-01,4.973569436758901174e-01,-2.413856106396037163e-17
3.294117647058823817e+00,7.546730227682159065e-01,1.888387866213351862e-01,3.032506536739048436e-02,7.473898160396218182e-02,4.840910163230381369e-01,-2.423572752863417412e-17
3.304130162703379447e+00,7.566826819720453567e-01,2.125914623443715679e-01,3.240455805647408927e-02,3.377711846764285264e-01,4.624743568737869071e-01,-2.431969383239125497e-17
3.314142678347935078e+00,7.589284648100631525e-01,2.358448014940668636e-01,3.701240774670393197e-02,5.781274636450109972e-01,4.329809277487866037e-01,-2.439225222549677216e-17
3.324155193992490709e+00,7.614011012361218134e-01,2.577905847533349948e-01,4.387628422284144819e-02,7.871940127069714244e-01,3.961004391071221153e-01,-2.445495362227347271e-17
3.334167709637046340e+00,7.640842529066285138e-01,2.778005442559320359e-01,5.265452770713786174e-02,9.587131690903445413e-01,3.523006584699617250e-01,-2.450913656643682075e-17
3.344180225281601970e+00,7.669559119072271169e-01,2.953700871283066465e-01,6.285878373870480706e-02,1.066606826093147831e+00,3.023252520158794532e-01,-2.455595840359658169e-17
3.354192740926157601e+00,7.699895080988301554e-01,3.100842555001535605e-01,7.375384055750519585e-02,1.098575272228429656e+00,2.475553672093168123e-01,-2.459641935570452920e-17
3.364205256570713676e+00,7.731546820341604898e-01,3.216012895041749919e-01,8.465251557964337259e-02,1.069096979561619198e+00,1.892345696074715089e-01,-2.463138324432227748e-17
3.374217772215269306e+00,7.764179643882759274e-01,3.296428095861374530e-01,9.499358916691233445e-02,9.893688822703013974e-01,1.283281423268540222e-01,-2.466159774902610858e-17
3.384230287859824937e+00,7.797434092800720196e-01,3.339869049510982291e-01,1.043279754620064365e-01,8.693700131152434230e-01,6.558595740020252418e-02,-2.468770695636542826e-17
3.394242803504380568e+00,7.830931650673859101e-01,3.344623140019671870e-01,1.122995571815332272e-01,7.177766234599208817e-01,1.644697446604420632e-03,-2.471026825574452735e-17
3.404255319148936199e+00,7.864277102333118163e-01,3.309460024754386498e-01,1.186222325325143462e-01,5.422376101960997286e-01,-6.287334934261744335e-02,-2.472976574868229578e-17
3.414267834793491829e+00,7.897067298931087498e-01,3.233516136623673654e-01,1.230977722436470134e-01,3.490280479129032609e-01,-1.274608753076492129e-01,-2.474661350446909663e-17
3.424280350438047460e+00,7.928891224011109795e-01,3.116378173908733729e-01,1.255735060870384889e-01,1.437111162203004167e-01,-1.915542574114527385e-01,-2.476117263434638867e-17
3.434292866082603535e+00,7.959335507217506489e-01,2.958170771817894007e-01,1.259505817281843798e-01,-6.884575305050405492e-02,-2.545917165703691087e-01,-2.477375418505500091e-17
3.444305381727159165e+00,7.987995906881236730e-01,2.760335070745942865e-01,1.241873657177189338e-01,-2.836737455791235596e-01,-3.160352244196052429e-01,-2.478462581082837182e-17
3.454317897371714796e+00,8.014493335915706673e-01,2.527104341872101201e-01,1.202864875314560711e-01,-4.940101341407540092e-01,-3.753220063384393179e-01,-2.479402100945024830e-17
3.464330413016270427e+00,8.038513190746255921e-01,2.267879460453643137e-01,1.143427189631901902e-01,-6.897320189859263984e-01,-4.320245825640662840e-01,-2.480213962674016788e-17
3.474342928660826058e+00,8.059872407868666766e-01,1.998389901458392792e-01,1.065666711975541137e-01,-8.580812699391699994e-01,-4.858902951200694820e-01,-2.480963296493156918e-17
3.484355444305381688e+00,8.078565548770174631e-01,1.738872485340273166e-01,9.732539942891098306e-02,-9.810932612230763850e-01,-5.368503966300489649e-01,-2.483340890688575472e-17
3.494367959949937319e+00,8.094789944211581156e-01,1.507994968060359653e-01,8.703681155892871446e-02,-1.064393630090925580e+00,-5.843548989085257661e-01,-2.481276874528212842e-17
3.504380475594493394e+00,8.108914669146821685e-01,1.322421630923643898e-01,7.616071823829992371e-02,-1.099869666501926968e+00,-6.270858222375232938e-01,-2.480475127962445280e-17
3.514392991239049024e+00,8.121472749017841775e-01,1.197852667348708322e-01,6.526349644790381543e-02,-1.068888941358483891e+00,-6.631780258139855500e-01,-2.495406150666009522e-17
3.524405506883604655e+00,8.133166867203399653e-01,1.151885782920280404e-01,5.492640472720343447e-02,-9.868096751222065199e-01,-6.913324124276722937e-01,-2.528407766009810695e-17
3.534418022528160286e+00,8.144834320436032948e-01,1.193584923112251672e-01,4.569785194120729033e-02,-8.456474842430737882e-01,-7.109794583267518009e-01,-2.587658724905499735e-17
3.544430538172715917e+00,8.157337884655226912e-01,1.315763493155128472e-01,3.819728594589971715e-02,-6.438441354548665174e-01,-7.218854094960415191e-01,-2.648685222592861612e-17
3.554443053817271547e+00,8.171381332855967017e-01,1.497415661245872498e-01,3.295506219503425288e-02,-3.971975951397153093e-01,-7.239265147053012273e-01,-2.701419699181788136e-17
3.564455569461827178e+00,8.187442519329237722e-01,1.714995101487833962e-01,3.032003138398823780e-02,-1.274128029812242047e-01,-7.170870961836712798e-01,-2.746991129788621429e-17
3.574468085106383253e+00,8.205779489904739821e-01,1.949350282786452837e-01,3.041171064967365667e-02,1.449582073523363879e-01,-7.016259110504703411e-01,-2.786370330703499419e-17
3.584480600750938883e+00,8.226487038563045084e-01,2.186493106919776830e-01,3.317507282403750479e-02,4.035042509439563663e-01,-6.779325933367541523e-01,-2.820400478300709497e-17
3.594493116395494514e+00,8.249539534636876059e-01,2.416361660006641210e-01,3.840677118067088724e-02,6.366807666756222339e-01,-6.464959607639229056e-01,-2.849806846841548088e-17
3.604505632040050145e+00,8.274824941776141030e-01,2.631383513826148768e-01,4.581828226391097825e-02,8.382229586847097513e-01,-6.077932356000979031e-01,-2.875218923063608680e-17
3.614518147684605776e+00,8.302163491407404949e-01,2.825660504294422171e-01,5.503614339908630138e-02,9.940199392814906831e-01,-5.623260371450455875e-01,-2.897178411388020400e-17
3.624530663329161406e+00,8.331323478478015465e-01,2.994379770425143472e-01,6.548711217132183182e-02,1.080508957881739729e+00,-5.110455197862775467e-01,-2.916153446965052969e-17
3.634543178973717037e+00,8.362027665047581104e-01,3.133608828750616970e-01,7.643758954604991385e-02,1.096404575378481905e+00,-4.553511259244711895e-01,-2.932551877329734261e-17
3.644555694618273112e+00,8.393964459226308517e-01,3.240091768141802331e-01,8.724492480396139893e-02,1.053443627108861858e+00,-3.963449573298595263e-01,-2.946721944362830668e-17
3.654568210262828742e+00,8.426792650485218639e-01,3.311191089591415393e-01,9.737621722823273929e-02,9.627386277977840745e-01,-3.349371246387414791e-01,-2.958966749593185843e-17
3.664580725907384373e+00,8.460146070345896385e-01,3.344839869570891966e-01,1.063966632465546958e-01,8.340855411970446998e-01,-2.718975024042681321e-01,-2.969548655617794520e-17
3.674593241551940004e+00,8.493642631045533742e-01,3.339439559040093264e-01,1.139791623836884371e-01,6.757665941568762324e-01,-2.077999076005333512e-01,-2.978692354912210343e-17
3.684605757196495635e+00,8.526884619433374723e-01,3.293863029115691732e-01,1.198568799213362707e-01,4.951404529691539880e-01,-1.432511784068971894e-01,-2.986594118457037525e-17
3.694618272841051265e+00,8.559465380185672378e-01,3.207357921166756332e-01,1.238385809499080170e-01,2.983674632088123557e-01,-7.879388115575540474e-02,-2.993422490814745582e-17
3.704630788485606896e+00,8.590974403578270913e-01,3.079607328646159492e-01,1.257963679341247143e-01,9.064156374645920833e-02,-1.494699037644164896e-02,-2.999322809855744980e-17
3.714643304130162971e+00,8.620999027570965811e-01,2.911046178093657510e-01,1.256365214562058519e-01,-1.230423977899574306e-01,4.769481958385111270e-02,-3.004421879780136749e-17
3.724655819774718601e+00,8.649137011294241173e-01,2.703513177182316762e-01,1.233280133846984955e-01,-3.375372343373387873e-01,1.085889896054537951e-01,-3.008828095191067753e-17
3.734668335419274232e+00,8.675024318161957959e-01,2.462450900218107475e-01,1.189003541891490434e-01,-5.453382256113755711e-01,1.672196080760517400e-01,-3.012724444577114533e-17
3.744680851063829863e+00,8.698371254922190321e-01,2.198732052168248796e-01,1.124660823572751212e-01,-7.354327179579239759e-01,2.231581662452442327e-01,-3.018398371982106797e-17
3.754693366708385494e+00,8.719036831798480103e-01,1.930029676800264493e-01,1.042777332900227255e-01,-8.939416105507276278e-01,2.762560924314784172e-01,-3.016702161519051486e-17
3.764705882352941124e+00,8.737069799282723981e-01,1.676099564729106040e-01,9.471954452139622060e-02,-1.007104476749412614e+00,3.263303201057662917e-01,-3.009890520167442743e-17
3.774718397997496755e+00,8.752713351757721583e-01,1.455532438957567454e-01,8.427301375020267160e-02,-1.072614092784806683e+00,3.727735812317022890e-01,-3.014068042294265513e-17
3.784730913642052830e+00,8.766380200313065307e-01,1.283960204791158854e-01,7.339752821205680622e-02,-1.090036597983426780e+00,4.140285056759378524e-01,-2.986124545250053515e-17
3.794743429286608460e+00,8.778643162083988871e-01,1.178022241611111076e-01,6.265192225738770715e-02,-1.048265653114511142e+00,4.482434767341543225e-01,-2.875648665251722794e-17
3.804755944931164091e+00,8.790245743734795836e-01,1.154158724904681826e-01,5.258132991451955340e-02,-9.536735926152170029e-01,4.743074046880630390e-01,-2.776794334127727963e-17
3.814768460575719722e+00,8.802050561300106546e-01,1.218027662202190026e-01,4.376189300667768234e-02,-7.974778974181193636e-01,4.917520728669743102e-01,-2.692144222763003295e-17
3.824780976220275353e+00,8.814890855499364353e-01,1.357730344226977526e-01,3.680682064170089085e-02,-5.833557496211431159e-01,5.004170331596415888e-01,-2.618821421745638325e-17
3.834793491864830983e+00,8.829417432750873429e-01,1.550762434891490016e-01,3.221394321797269034e-02,-3.294548855961053624e-01,5.001798890389995700e-01,-2.555458785096243594e-17
3.844806007509387058e+00,8.846045625233255327e-01,1.774267052851949689e-01,3.026905162611900901e-02,-5.775221693505011578e-02,4.911146924140541992e-01,-2.500705087489719377e-17
3.854818523153942689e+00,8.864988595997955745e-01,2.010479875848533715e-01,3.104921718128164296e-02,2.120690959012768995e-01,4.735062549803106258e-01,-2.453390198205006548e-17
3.864831038798498319e+00,8.886304908634823363e-01,2.246600501459520838e-01,3.445733849794120618e-02,4.648008870347258292e-01,4.477793856479010959e-01,-2.412502698221808431e-17
3.874843554443053950e+00,8.909945050922858378e-01,2.473291274013884322e-01,4.026407005404708528e-02,6.899959232215858718e-01,4.144298789909060532e-01,-2.377170553069655385e-17
3.884856070087609581e+00,8.935777394593327205e-01,2.683497624548686344e-01,4.816023481731995098e-02,8.805970745578820535e-01,3.739388063912460480e-01,-2.346637202289317024e-17
3.894868585732165212e+00,8.963608212422234933e-01,2.871626936073295444e-01,5.773015935359392115e-02,1.020720338695129348e+00,3.268830388473122350e-01,-2.320253708698190039e-17
3.904881101376720842e+00,8.993192889093395426e-01,3.033115146878124224e-01,6.835772162821741882e-02,1.089487914863930484e+00,2.743482768939761729e-01,-2.297453911721148162e-17
3.914893617021276917e+00,9.024244816213176090e-01,3.164215189145009322e-01,7.931502688083241770e-02,1.089279800492786388e+00,2.176848955034171029e-01,-2.277751216765351847e-17
3.924906132665832548e+00,9.056444617653273133e-01,3.261830842993492241e-01,8.998530422861447664e-02,1.033191389891963352e+00,1.579495849675189578e-01,-2.260726097957449647e-17
3.934918648310388178e+00,9.089443111587760527e-01,3.323489313446593707e-01,9.985521176553323330e-02,9.320520834232899343e-01,9.605237511094966152e-02,-2.246013050059761542e-17
3.944931163954943809e+00,9.122870744224738093e-01,3.347234174131808460e-01,1.085287494213594967e-01,7.951299559535198735e-01,3.264975493280752872e-02,-2.233299327541921259e-17
3.954943679599499440e+00,9.156340342164867030e-01,3.331601403046937637e-01,1.156878048798077319e-01,6.305563804884884993e-01,-3.163940114515043089e-02,-2.222312905544303927e-17
3.964956195244055071e+00,9.189451228388373361e-01,3.275566279569401273e-01,1.210865202266973722e-01,4.453685543354927168e-01,-9.623138612724047025e-02,-2.212818618545898607e-17
3.974968710888610701e+00,9.221796486125085623e-01,3.178469353388422847e-01,1.245568127860178231e-01,2.453587970661672002e-01,-1.606167118721483766e-01,-2.204614662907873818e-17
3.984981226533166776e+00,9.252963100830106091e-01,3.040174352396819435e-01,1.259699102153769013e-01,3.578648577606960424e-02,-2.242164217769001822e-01,-2.197524933234354558e-17
3.994993742177722407e+00,9.282539799731183150e-01,2.861271752018604841e-01,1.252555811367302985e-01,-1.786310751991659895e-01,-2.864799350901802155e-01,-2.191398440131836462e-17
4.005006257822278037e+00,9.310133192162137750e-01,2.644470683336349048e-01,1.223966558801533183e-01,-3.921771107997359396e-01,-3.468639246815136690e-01,-2.186104478552024062e-17
4.015018773466833224e+00,9.335390329446817681e-01,2.396249436748509043e-01,1.174346413110094051e-01,-5.964406740111574123e-01,-4.048403089784241571e-01,-2.181529398107375202e-17
4.025031289111389299e+00,9.358054937130770856e-01,2.129486651535685837e-01,1.105181141798201594e-01,-7.804834653297847424e-01,-4.600893269321183476e-01,-2.177576098344011466e-17
4.035043804755945374e+00,9.378032070078333726e-01,1.862503750658384416e-01,1.019245380265314110e-01,-9.289654269155156463e-01,-5.124475556066619975e-01,-2.175046903810134043e-17
4.045056320400500560e+00,9.395421531752237154e-01,1.615721242770678800e-01,9.208769490817704517e-02,-1.027668646121985940e+00,-5.617817176102581911e-01,-2.184956877562043409e-17
4.055068836045056635e+00,9.410511198257908161e-01,1.406007802073204749e-01,8.151445672920994145e-02,-1.075926418388389205e+00,-6.071007927858854680e-01,-2.171788832415525986e-17
4.065081351689611822e+00,9.423754170781006856e-01,1.249692931056512468e-01,7.070683511408512589e-02,-1.074504889786641826e+00,-6.468116715289614627e-01,-2.087628115727744703e-17
4.075093867334167896e+00,9.435767811760696899e-01,1.163421145147981728e-01,6.016296505727748711e-02,-1.023281014558614421e+00,-6.790854104517446421e-01,-1.929661020410006298e-17
4.085106382978723083e+00,9.447340122017463537e-01,1.162272506404548877e-01,5.040836139495032120e-02,-9.154133793986011236e-01,-7.030538290763500564e-01,-1.787751801792818708e-17
4.095118898623279158e+00,9.459333835576900773e-01,1.247436531639582458e-01,4.204030685796893152e-02,-7.452207836591016044e-01,-7.183604296025009051e-01,-1.671966191686094364e-17
4.105131414267835233e+00,9.472554577012467503e-01,1.403212826933673552e-01,3.566716346235605795e-02,-5.204325402989742333e-01,-7.248240471286693243e-01,-1.570036765906222105e-17
4.115143929912390419e+00,9.487590062754204245e-01,1.606061360726871723e-01,3.173459301594155901e-02,-2.609729805804154035e-01,-7.223826366001389054e-01,-1.481956311193730908e-17
4.125156445556946494e+00,9.504799873232522289e-01,1.834308731349290067e-01,3.048265338681231673e-02,1.117819662895364052e-02,-7.111426182347265756e-01,-1.405840980291541991e-17
4.135168961201501681e+00,9.524351654249545440e-01,2.071561851747372451e-01,3.193779261008151960e-02,2.773368716783328192e-01,-6.914470029839524523e-01,-1.340067356774102640e-17
4.145181476846057755e+00,9.546273320531186712e-01,2.306040782764447461e-01,3.596876830537819314e-02,5.235061153774569487e-01,-6.637438366969720116e-01,-1.283228422813571494e-17
4.155193992490612942e+00,9.570491867082796533e-01,2.529105263767791323e-01,4.232221593263690851e-02,7.402093209323326040e-01,-6.285297823419668806e-01,-1.234112517448314996e-17
4.165206508135169017e+00,9.596858271008482655e-01,2.734126686196606260e-01,5.068719284294457422e-02,9.238946687870822627e-01,-5.862471715566714980e-01,-1.191667054781560707e-17
4.175219023779725092e+00,9.625164531084912101e-01,2.915816038921109632e-01,6.060889410432886842e-02,1.047622548081100113e+00,-5.375476750557788286e-01,-1.154990215919499748e-17
4.185231539424280278e+00,9.655155232795710196e-01,3.069823377522501451e-01,7.140436703656989625e-02,1.095023444310091243e+00,-4.836849569274794258e-01,-1.123297010658046956e-17
4.195244055068836353e+00,9.686533596099343724e-01,3.192593356626296508e-01,8.233231175780807154e-02,1.078721074118413004e+00,-4.260806978016877800e-01,-1.095907293072250474e-17
4.205256570713391540e+00,9.718972661878492181e-01,3.281186703017786033e-01,9.282851473685532762e-02,1.009645964391232553e+00,-3.656466588222160308e-01,-1.072240098392748478e-17
4.215269086357947614e+00,9.752117777663683595e-01,3.333265896133739137e-01,1.024117089918868823e-01,8.981795530736869093e-01,-3.032250526755636555e-01,-1.051787798994116531e-17
4.225281602002502801e+00,9.785593269740237021e-01,3.347020508052049315e-01,1.107018186805270865e-01,7.533417642789771440e-01,-2.394934695313057360e-01,-1.034113516867482834e-17
4.235294117647058876e+00,9.819009479789523320e-01,3.321086417238195976e-01,1.174123598744807456e-01,5.827838568883688675e-01,-1.750042077896097337e-01,-1.018841346709906219e-17
4.245306633291614951e+00,9.851962862398158105e-01,3.254553247921538328e-01,1.223107475785111808e-01,3.933144520998212434e-01,-1.103577217146712308e-01,-1.005643159056183812e-17
4.255319148936170137e+00,9.884044114088302857e-01,3.146852937866714828e-01,1.252416736072813064e-01,1.904935305357697839e-01,-4.607366396520946872e-02,-9.942382633878563011e-18
4.265331664580726212e+00,9.914841493937178729e-01,2.997999614602692153e-01,1.260996898747350214e-01,-2.072932129356308550e-02,1.730569461555067634e-02,-9.843831994499141690e-18
4.275344180225281399e+00,9.943945757383494399e-01,2.809045188684424210e-01,1.248172194501345478e-01,-2.353319607723843299e-01,7.918654126920857128e-02,-9.758663935893975981e-18
4.285356695869837473e+00,9.970968582387387258e-01,2.583286720053664109e-01,1.213942556845284820e-01,-4.473234884832926195e-01,1.390435805218091236e-01,-9.685070101163447178e-18
4.295369211514393548e+00,9.995579336109153834e-01,2.328768684956076529e-01,1.158991563089672577e-01,-6.475304264845593849e-01,1.963940646747400487e-01,-9.626450697770532634e-18
4.305381727158948735e+00,1.001755389354267445e+00,2.059949764913379111e-01,1.085076778871733594e-01,-8.231767494283763753e-01,2.509335928508099611e-01,-9.639905340885284238e-18
4.315394242803504810e+00,1.003684792726834196e+00,1.796455360403651502e-01,9.954875732306406322e-02,-9.592886131061871824e-01,3.025759476330571740e-01,-9.443151056745630686e-18
4.325406758448059996e+00,1.005361114613894546e+00,1.557582378363341624e-01,8.946494676753538600e-02,-1.046786320807841175e+00,3.509807763127621438e-01,-8.199562002157658548e-18
4.335419274092616071e+00,1.006817819146259785e+00,1.360269227385401403e-01,7.870363314126149756e-02,-1.094048328247316348e+00,3.950324371280178881e-01,-6.384796167525083869e-18
4.345431789737171258e+00,1.008104183668227627e+00,1.220324322305946230e-01,6.777066578397174246e-02,-1.081165593787293489e+00,4.328459686496207715e-01,-4.331662133749437370e-18
4.355444305381727332e+00,1.009286228322514356e+00,1.154791882958797339e-01,5.725570382713978529e-02,-1.009900043567727890e+00,4.629424453809851681e-01,-2.464174273790570223e-18
4.365456821026283407e+00,1.010445991890661421e+00,1.176326877356369677e-01,4.772697752232631790e-02,-8.836480588768297340e-01,4.845602983126747754e-01,-9.327663622517726198e-19
4.375469336670838594e+00,1.011670154247710451e+00,1.281508681196829591e-01,3.977453942071479398e-02,-6.951060931298003176e-01,4.974683564458479701e-01,3.904883167183566413e-19
4.385481852315394669e+00,1.013033984358344908e+00,1.451805560307386778e-01,3.397306169610948140e-02,-4.568207815234101576e-01,5.015132812235135740e-01,1.534012068628572231e-18
4.395494367959949855e+00,1.014590827739801027e+00,1.663040562905537256e-01,3.071828232211338758e-02,-1.904682410982630469e-01,4.966737015759378759e-01,2.522190422871888670e-18
4.405506883604505930e+00,1.016371044754391439e+00,1.894952945179299575e-01,3.018139274479240963e-02,8.292017392547730570e-02,4.831359083489784600e-01,3.376115757605154250e-18
4.415519399249061117e+00,1.018387300615858804e+00,2.132473424937176842e-01,3.234265261080199183e-02,3.458179120642406734e-01,4.612673383512632674e-01,4.114036585959588748e-18
4.425531914893617191e+00,1.020639536890589838e+00,2.364744237536630378e-01,3.702851356219185458e-02,5.856182968568831582e-01,4.315445656516010975e-01,4.751699665114907753e-18
4.435544430538173266e+00,1.023118260976461080e+00,2.583743516425484055e-01,4.396339927823067484e-02,7.938357498398892487e-01,3.944565226011294556e-01,5.302738741931470825e-18
4.445556946182728453e+00,1.025806963846683351e+00,2.783229526160320710e-01,5.280155201160335876e-02,9.642830529005047557e-01,3.504735403011955963e-01,5.778911935869036214e-18
4.455569461827284528e+00,1.028683489288372055e+00,2.958185336235909513e-01,6.304617885968728797e-02,1.069098298854004314e+00,3.003577999405493415e-01,6.190397436528226410e-18
4.465581977471839714e+00,1.031721164307794147e+00,3.104482281400628430e-01,7.395870930413749045e-02,1.099489669593249896e+00,2.454959442560720739e-01,6.545978475509952027e-18
4.475594493116395789e+00,1.034889499949081859e+00,3.218725776740015143e-01,8.485671944427876368e-02,1.068539086152481055e+00,1.871259833243457682e-01,6.853258080791458521e-18
4.485607008760950976e+00,1.038155038816511722e+00,3.298136719289283536e-01,9.518951446944930173e-02,9.875109292065061828e-01,1.261596229518443801e-01,7.118778655465758136e-18
4.495619524405507050e+00,1.041481674740091901e+00,3.340524450550936830e-01,1.044990114645394652e-01,8.665035076680329684e-01,6.340680577116275529e-02,7.348238380922418187e-18
4.505632040050063125e+00,1.044831491938135182e+00,3.344191625089894537e-01,1.124348011067856923e-01,7.141331993684643109e-01,-5.192441179653339844e-04,7.546519584495136127e-18
4.515644555694618312e+00,1.048165110744285311e+00,3.307896124116147529e-01,1.187222287974049467e-01,5.378757255635038259e-01,-6.504321780557074939e-02,7.717859053350115627e-18
4.525657071339174387e+00,1.051441959643197643e+00,3.230821208673516631e-01,1.231483892185352147e-01,3.442403605379872333e-01,-1.295856560950322256e-01,7.865929361402655698e-18
4.535669586983729573e+00,1.054621059056795263e+00,3.112519301656288540e-01,1.255749190809735405e-01,1.385472415107705246e-01,-1.936366688667845448e-01,7.993876811812084151e-18
4.545682102628285648e+00,1.057661149633937425e+00,2.953220565215862736e-01,1.259010547186365236e-01,-7.421482380843051618e-02,-2.566204227005254301e-01,8.104445675597007735e-18
4.555694618272840835e+00,1.060521588015105099e+00,2.754305108102554911e-01,1.240803354400356884e-01,-2.890669213766135504e-01,-3.179776674099057954e-01,8.199993223781298883e-18
4.565707133917396909e+00,1.063164828517468852e+00,2.520202893190210958e-01,1.201284335307236661e-01,-4.992288357300402879e-01,-3.771872551373585680e-01,8.282556334970702100e-18
4.575719649561952984e+00,1.065559621038576710e+00,2.260295926951329526e-01,1.141326254814227087e-01,-6.945366212145287488e-01,-4.337763715362737971e-01,8.353909018290794084e-18
4.585732165206508171e+00,1.067687894417194361e+00,1.991035917679957468e-01,1.063133788796978563e-01,-8.614670740099850121e-01,-4.875517126333869244e-01,8.415564173179479595e-18
4.595744680851064246e+00,1.069550084946220503e+00,1.731935232203185016e-01,9.702536448411358538e-02,-9.860979609460294171e-01,-5.383559050037879379e-01,8.468840061208375223e-18
4.605757196495619432e+00,1.071166117215127445e+00,1.502329174422901981e-01,8.673446767465343987e-02,-1.063364524125545163e+00,-5.857490756184026148e-01,8.372267551032500692e-18
4.615769712140175507e+00,1.072573633479963595e+00,1.318109936749796707e-01,7.591000825951332853e-02,-1.088846830562627099e+00,-6.283508274883022882e-01,7.920333012817093263e-18
4.625782227784730694e+00,1.073826113528390191e+00,1.195532166230144216e-01,6.510908417589361674e-02,-1.059612822409081501e+00,-6.643208693959342659e-01,7.515234362623850778e-18
4.635794743429286768e+00,1.074994227883197206e+00,1.151835120731075496e-01,5.485828932738905095e-02,-9.788095896168471644e-01,-6.923087403485410629e-01,6.932633643654586282e-18
4.645807259073842843e+00,1.076162221639057170e+00,1.195989636998697203e-01,4.570815956293673016e-02,-8.379819232185279354e-01,-7.117728558404443628e-01,6.516037255866179762e-18
4.655819774718398030e+00,1.077416015549516493e+00,1.320128588776008915e-01,3.828339324007974664e-02,-6.363396233530973500e-01,-7.224893408136179307e-01,6.318606900823215308e-18
4.665832290362954105e+00,1.078825449123155256e+00,1.503088421822458276e-01,3.311525580867401980e-02,-3.899770113832918272e-01,-7.243330364208021566e-01,6.148001950924900430e-18
4.675844806007509291e+00,1.080437635061237467e+00,1.721366751165545605e-01,3.054988665309549961e-02,-1.207338793726807635e-01,-7.172924628429587779e-01,6.000571118829237167e-18
4.685857321652065366e+00,1.082277872573479183e+00,1.955962923180916968e-01,3.070476826999128661e-02,1.508603711201210729e-01,-7.016281587460632130e-01,5.873172910025651862e-18
4.695869837296620553e+00,1.084355226613864964e+00,2.193025514471810267e-01,3.352270119082458727e-02,4.084628090277389045e-01,-6.777325672374441279e-01,5.763079694605988523e-18
4.705882352941176627e+00,1.086666876307382790e+00,2.422572510952399616e-01,3.879885158406051748e-02,6.406087136673691562e-01,-6.460964106075902658e-01,5.667945465346669162e-18
4.715894868585732702e+00,1.089201394557189673e+00,2.637091303716506130e-01,4.624437159514351720e-02,8.409745628549045726e-01,-6.071973470036738929e-01,5.585732880417620323e-18
4.725907384230287889e+00,1.091940652266082168e+00,2.830718302267735131e-01,5.547941536713141969e-02,9.945328142976073149e-01,-5.615522762673426094e-01,5.514690979304425375e-18
4.735919899874843964e+00,1.094861339800291544e+00,2.998666749659039676e-01,6.592768712797236752e-02,1.079526418224529438e+00,-5.101285821258992881e-01,5.453303349206664081e-18
4.745932415519399150e+00,1.097935617386831986e+00,3.137027354034040427e-01,7.685937869016172541e-02,1.093865411884993977e+00,-4.543145415000687248e-01,5.400251506765239788e-18
4.755944931163955225e+00,1.101132257184589847e+00,3.242558862928683894e-01,8.763554477224975992e-02,1.049672074088586760e+00,-3.952024837398201984e-01,5.354409403535405856e-18
4.765957446808510412e+00,1.104417036571789579e+00,3.312643739074033755e-01,9.772346330586118013e-02,9.580304825891438059e-01,-3.337153668699534004e-01,5.314795118609950774e-18
4.775969962453066486e+00,1.107753303587195592e+00,3.345226698554247813e-01,1.066932756960744799e-01,8.286652262595085583e-01,-2.706070859793014982e-01,5.280561068120038149e-18
4.785982478097622561e+00,1.111102805366334989e+00,3.338722260001106279e-01,1.142192201486533776e-01,6.698304904478845634e-01,-2.064553127344844474e-01,5.250979838018396849e-18
4.795994993742177748e+00,1.114425711427160293e+00,3.292018720991869984e-01,1.200348720478408154e-01,4.888746827410840323e-01,-1.418735496219042380e-01,5.225416084005144358e-18
4.806007509386733823e+00,1.117681373814170431e+00,3.204367413654573560e-01,1.239532567746046005e-01,2.918853174406469964e-01,-7.739291175781290444e-02,5.203325390885993487e-18
4.816020025031289009e+00,1.120828714218144562e+00,3.075474083151337745e-01,1.258457032396455844e-01,8.407340368480031856e-02,-1.354162364180419575e-02,5.184236882973085758e-18
4.826032540675845084e+00,1.123826463040517698e+00,2.905794037304069155e-01,1.256196590054223516e-01,-1.295757515873065813e-01,4.908508287096692568e-02,5.167740455109787104e-18
4.836045056320400271e+00,1.126634482256326564e+00,2.697232340453536992e-01,1.232468575944431211e-01,-3.439004461403312729e-01,1.099501890222557704e-01,5.153485745621917490e-18
4.846057571964956345e+00,1.129216498977632321e+00,2.455353156838268047e-01,1.187571269076515557e-01,-5.512745434698193003e-01,1.685327202577714678e-01,5.141039426726113061e-18
4.856070087609512420e+00,1.131543854046316300e+00,2.191270965573752227e-01,1.122673741870543890e-01,-7.405636327719811174e-01,2.244179999829974959e-01,5.144917874243006884e-18
